system:index,precipitation
20030101000000,0.17061574704889462
20030101003000,2.498494450773593E-4
20030101010000,0.0
20030101013000,0.0
20030101020000,0.06227342411560555
20030101023000,0.2798678693396342
20030101030000,0.4245202017325294
20030101033000,0.33423365954084905
20030101040000,0.0
20030101043000,0.0
20030101050000,0.0257117885512624
20030101053000,0.04315092156689063
20030101060000,0.004512727076040182
20030101063000,0.21386705984660495
20030101070000,0.19397500137334706
20030101073000,0.3255507063696951
20030101080000,0.14371664887315805
20030101083000,0.15332936563620345
20030101090000,0.28187348687864083
20030101093000,0.0
20030101100000,0.07517926209241889
20030101103000,0.0
20030101110000,0.0
20030101113000,0.0
20030101120000,0.0
20030101123000,0.0
20030101130000,0.0
20030101133000,0.0
20030101140000,0.0
20030101143000,0.0
20030101150000,0.0
20030101153000,0.0
20030101160000,0.0
20030101163000,0.0
20030101170000,0.0
20030101173000,0.0
20030101180000,0.0
20030101183000,0.0
20030101190000,0.0
20030101193000,0.0
20030101200000,0.0
20030101203000,0.0
20030101210000,0.0
20030101213000,0.0
20030101220000,0.0
20030101223000,0.0
20030101230000,0.0
20030101233000,0.0
20030102000000,0.0
20030102003000,0.0
20030102010000,0.0
20030102013000,0.0
20030102020000,0.0
20030102023000,0.0
20030102030000,0.0
20030102033000,0.0
20030102040000,0.0
20030102043000,0.0
20030102050000,0.0
20030102053000,0.0
20030102060000,0.0
20030102063000,0.0
20030102070000,0.0
20030102073000,0.0
20030102080000,0.0
20030102083000,0.0
20030102090000,0.0
20030102093000,0.0
20030102100000,0.0
20030102103000,0.0
20030102110000,0.0
20030102113000,0.0
20030102120000,0.0
20030102123000,0.0
20030102130000,0.0
20030102133000,0.0
20030102140000,0.008970073928966064
20030102143000,0.023404007182665148
20030102150000,0.07804654341460457
20030102153000,0.05380564233854389
20030102160000,0.04529119708392314
20030102163000,0.011853312079856572
20030102170000,0.018218335827517057
20030102173000,0.03277677219852992
20030102180000,0.08237374904928793
20030102183000,0.015092929503283102
20030102190000,1.1803384219076771
20030102193000,9.385491447856695E-4
20030102200000,0.3878210923421858
20030102203000,0.3759943364624819
20030102210000,0.23208546086294327
20030102213000,2.9776381104425695
20030102220000,0.0
20030102223000,3.267262128297591E-4
20030102230000,7.111099943141126E-4
20030102233000,0.003959152780319782
20030103000000,0.0
20030103003000,7.495483352320775E-4
20030103010000,0.002820729033489111
20030103013000,0.038191768696265206
20030103020000,0.004760572272936535
20030103023000,0.0
20030103030000,0.1124412767087275
20030103033000,0.3376174035682487
20030103040000,0.11827369156325283
20030103043000,0.005235474753127586
20030103050000,0.0
20030103053000,0.0
20030103060000,0.001268466395845779
20030103063000,7.265470768610871E-4
20030103070000,0.0
20030103073000,0.0
20030103080000,0.0
20030103083000,0.007448081129259238
20030103090000,0.013249603580369565
20030103093000,0.0
20030103100000,0.0
20030103103000,0.0
20030103110000,0.0
20030103113000,0.0
20030103120000,0.0
20030103123000,0.0
20030103130000,0.0
20030103133000,0.0
20030103140000,0.0
20030103143000,0.0
20030103150000,0.0
20030103153000,0.0
20030103160000,0.0
20030103163000,0.0
20030103170000,0.0
20030103173000,0.0
20030103180000,0.0
20030103183000,0.0
20030103190000,0.0
20030103193000,0.0
20030103200000,0.0
20030103203000,0.0
20030103210000,0.012038429572961296
20030103213000,0.012149830009132804
20030103220000,0.0
20030103223000,0.0
20030103230000,0.0
20030103233000,0.0
20030104000000,9.609593821138255E-5
20030104003000,0.004174062070449232
20030104010000,0.0
20030104013000,0.0
20030104020000,0.0
20030104023000,0.0
20030104030000,0.03524768367398722
20030104033000,0.18596217865993206
20030104040000,0.4443599468350572
20030104043000,1.2099751889397605
20030104050000,1.2768874081588246
20030104053000,0.6804646472504992
20030104060000,0.21927359483907505
20030104063000,0.22408633037544312
20030104070000,0.754056904157801
20030104073000,0.029059725256641935
20030104080000,0.04700490108921465
20030104083000,0.05272499426579911
20030104090000,0.39798121744904863
20030104093000,1.1263666075569962
20030104100000,1.355678823297363
20030104103000,1.4319056947650566
20030104110000,1.4201510840859648
20030104113000,1.2932388003717752
20030104120000,0.7258129299697189
20030104123000,0.14165917913346518
20030104130000,0.032896557411020266
20030104133000,0.0
20030104140000,0.02453761532836264
20030104143000,7.303291647730948E-4
20030104150000,0.0
20030104153000,2.498494450773593E-4
20030104160000,4.03602951943336E-4
20030104163000,0.06424328190780902
